WNASEQ,LONDD,LATDD,ELEV,totsnopt,annp,Jan_Tmp,Jul_Tmp
1928,-123.41588,42.00863,1537,296.9373,1089,0.9,15.9
1929,-122.42694,41.21444,1830,707.9685,1079,-2.4,15.6
1930,-123.66778,41.32222,1137,158.9406,1398,2.2,16.3
1931,-122.78167,41.22472,2059,723.7911,1178,-1.5,14.8
1932,-122.56125,41.371,2158,693.6897,1034,-2.7,15.2
1933,-122.49169,41.31914,2365,723.9435,963,-4.5,14.7
1934,-123.67102,41.80453,1447,284.5122,1318,1.5,14.8
1935,-122.43056,41.21167,1945,738.0834,1064,-2.9,15.4
1936,-122.51333,41.20889,1888,714.53,1110,-2.1,15.4
1937,-122.50361,41.19167,1860,698.3743,1100,-2.1,15.7
1938,-123.47889,41.10694,1809,663.201,1377,-0.3,14.2
1939,-123.64538,41.9226,1495,422.4255,1312,0.7,14.4
1941,-120.1366667,41.15416667,2220,231.6165,404,-4.5,17.1
1942,-120.2447222,41.42638889,2118,308.0922,535,-3.4,17.1
1943,-120.2447222,41.45416667,2051,294.2395,532,-3.1,17.4
1944,-119.3680556,41.7625,1840,165.8084,357,-3.4,18.4
1945,-119.0611111,41.81888889,1752,119.5303,302,-2.9,19.3
1946,-118.7225,41.69055556,2530,185.164,356,-6.5,15.9
1947,-123.4122222,47.92138889,1676,1510.6592,2805,-0.8,11.2
1948,-123.3594444,47.90916667,1652,1732.6937,2840,-1.4,10.8
1949,-123.3497222,47.87305556,1981,2116.0928,2987,-2.9,9.5
1950,-123.3372222,47.88194444,1750,1954.2358,2903,-2.1,10.2
1951,-123.8302778,47.92555556,1195,1008.3574,2998,0.6,12.3
1952,-123.8205556,47.92277778,1097,848.321,2946,0.9,12.6
1953,-123.7877778,47.89777778,1372,1260.4725,3035,0.1,11.8
1954,-123.7716667,47.91305556,1463,1460.8302,3062,-0.3,11.4
1955,-123.7744444,47.91222222,1463,1455.1865,3064,-0.3,11.4
1956,-123.8172222,47.9175,1219,1040.9581,3004,0.5,12.2
1957,-123.8230556,47.92638889,1067,805.9305,2929,1,12.6
1958,-123.8725,47.93694444,1067,770.9968,2973,1.1,12.8
1959,-123.8752778,47.94833333,946,581.4312,2906,1.5,13.2
1960,-123.1947222,47.84166667,1805,2054.2847,2849,-3.4,9.4
1961,-123.9022222,47.92166667,1213,1018.1713,3096,0.6,12.3
1962,-123.9222222,47.92166667,938,585.4733,2988,1.5,13.2
1963,-123.9286111,47.92972222,868,481.9732,2952,1.8,13.4
1964,-123.8908333,47.93194444,960,594.783,2948,1.5,13.1
1965,-123.4325,48.00583333,1292,1089.0104,2352,-0.5,12
1966,-123.3438889,47.89027778,1446,1523.1871,2788,-0.9,11.2
1967,-124.6769444,48.14361111,30,0,2765,4.2,14.7
1968,-124.6291667,48.12916667,8,0,2734,4.5,14.9
1969,-123.68,47.49805556,917,821.1252,3085,1,12.5
1970,-123.4291667,48.04138889,563,281.1085,1998,1.8,14.1
1971,-123.5997222,47.86111111,1291,1725.8199,3001,-1,10.9
1972,-123.5869444,47.85222222,1463,1997.028,3072,-1.7,10.4
1973,-123.7077778,47.90277778,1341,1451.4869,3000,-0.4,11.4
1974,-123.5497222,47.72722222,1128,891.9772,2795,0.8,12.2
1975,-123.7222222,47.60083333,975,388.6152,2892,2.1,13.5
1976,-123.7038889,47.6175,1052,550.557,2918,1.6,13
1977,-123.7086111,47.6225,1160,688.8501,2966,1.3,12.8
1978,-123.6747222,47.56611111,167,0,2560,4.1,15.3
1979,-123.8547222,47.72472222,1055,607.9115,3067,1.6,12.9
1980,-123.2419444,47.625,1298,1964.7592,2888,-2.2,10.1
1981,-123.2361111,47.62277778,1507,2104.8547,2944,-3,9.5
1982,-123.2080556,47.63277778,1387,1908.7966,2810,-2.3,10.2
1983,-123.2052778,47.625,1438,1942.7549,2817,-2.5,10.1
1984,-123.5091667,47.53555556,1162,1179.9049,2943,0.1,11.9
1985,-123.4852778,47.54583333,1219,1117.9988,2897,0.2,12
1986,-123.4813889,47.54888889,1320,1274.6501,2933,-0.1,11.7
1987,-123.4941667,47.54805556,1341,1400.4003,2979,-0.3,11.5
1988,-123.5122222,47.52944444,1219,1324.684,2987,-0.2,11.7
1989,-124.6852778,48.18972222,45,0,2806,4,14.6
1990,-124.5933333,47.90722222,30,0,2801,4.6,14.8
1991,-124.0713889,47.59916667,60,0,3196,4.3,15.1
1992,-123.9222222,47.65833333,121,0,2788,4.5,15.6
1993,-123.3494444,47.8825,1541,1671.3552,2824,-1.2,10.9
1994,-123.5311111,47.71277778,1402,1398.9666,2923,-0.3,11.3
1995,-123.4766667,47.43055556,533,310.8624,2642,2.1,13.8
1996,-123.0027778,47.9,823,514.6119,1891,0.7,13.3
1997,-123.0463889,47.71138889,1202,676.0136,2241,0.6,13
1998,-123.1283333,47.50111111,239,96.0816,1983,2.9,15.1
1999,-123.1383333,47.56416667,351,330.8673,2214,1.9,14
2000,-123.2097222,47.55833333,931,1217.4441,2575,-0.4,11.9
2001,-123.0225,47.85861111,838,462.3527,2028,1.1,13.4
2002,-123.1969444,47.97333333,727,540.8398,1989,0.9,13
2003,-122.9,48.5,0,0,668,4.3,15.5
2004,-122.7,48.2,0,0,599,4.9,15.9
2005,-123.3886111,47.32111111,597,301.962,2448,2,14.2
2006,-123.2663889,47.55694444,911,1156.3612,2674,-0.1,11.9
2007,-123.1591667,47.62027778,544,569.5719,2398,1.2,13.2
2008,-123.5211111,47.43,670,577.5724,2804,1.4,13.1
2009,-123.0208333,47.58333333,201,86.7572,1830,2.9,15.3
2010,-122.8783333,47.9375,61,0,1169,4.5,16.2
2011,-123.0583333,47.91111111,963,986.8697,2248,-0.4,12.2
2012,-124.0172222,47.67722222,818,419.3506,3373,2.1,13.3
2013,-124.5286111,48.00972222,48,0,2806,4.5,15.1
