"Latitude","Longitude","tjan","tfeb","tmar","tapr","tmay","tjun","tjul","taug","tsep","toct","tnov","tdec","pjan","pfeb","pmar","papr","pmay","pjun","pjul","paug","psep","poct","pnov","pdec","tave","tmax","tmin","gdd0","gdd5","mtco","mtwa","annp"
52.7,-117.9,-11.6,-8.6,-4.2,1.4,6.5,10.3,12.6,12.1,7.4,2.3,-6.5,-11.6,83,62,56,43,48,79,79,67,62,56,70,72,0.84,32.7,-51.2,1569.4,696.7,-11.6,12.6,777
52.45,-116.167,-11.5,-8.2,-4.6,1.3,6.2,10.1,12.5,11.9,7.2,2.8,-5.4,-10,36,23,30,35,62,89,96,75,60,32,25,27,1.03,33.2,-51.1,1549.4,671.1,-11.5,12.5,590
51.667,-116.417,-13.3,-10.3,-7.8,-2.6,2.5,6.3,9,8.7,4.2,-0.6,-9.1,-13,119,97,87,61,68,95,93,82,74,76,109,116,-2.17,30.4,-55,913,253.8,-13.3,9,1077
51.25,-115.333,-12.8,-8.5,-5.1,1.3,6.6,10.6,13.2,12.7,7.8,3.5,-5.5,-11.3,28,25,28,35,62,79,71,58,47,24,26,30,1.04,33.1,-48.6,1657.9,761.6,-12.8,13.2,513
49.567,-114.25,-8.5,-5.4,-2.4,3.1,8,12.1,14.9,14.3,10,5.6,-2.1,-7.2,50,45,42,61,70,77,47,52,51,34,39,46,3.53,36.6,-44.8,2038.3,1043.1,-8.5,14.9,614
52.083,-110.717,-16.4,-11.9,-6.1,3.3,10.4,15,17.3,16.4,10.3,4.4,-5.8,-14.1,25,18,22,22,39,70,66,42,33,14,16,20,1.9,38,-47.3,2290.6,1332,-16.4,17.3,387
51.45,-110.4,-13.6,-11.3,-4.5,4.6,11,15.5,17.9,16.8,11,5,-5.3,-12.4,13,11,16,19,38,63,55,36,33,13,13,17,2.89,38.9,-46.6,2431.2,1440.2,-13.6,17.9,327
51.367,-112.167,-14.1,-9.6,-4.8,4.1,10.6,15.1,17.6,16.9,11.1,5.4,-4.5,-11.5,19,16,20,24,41,67,58,43,45,15,16,21,3.03,37.9,-47.3,2403.3,1412.9,-14.1,17.6,385
49.917,-111.083,-11,-6.4,-1.8,5.3,11.7,16.6,19.4,18.9,12.8,7.8,-2,-9.1,21,13,17,32,42,65,34,30,35,15,14,19,5.18,40.8,-46.2,2787,1726.7,-11,19.4,337
49.8,-112.417,-9,-5.4,-1,5.7,11.5,16.1,18.5,17.8,12.3,7.3,-1.3,-7.3,21,14,21,34,44,64,36,40,38,15,16,21,5.43,40.9,-44.3,2700.6,1625.2,-9,18.5,364
51.167,-114.167,-10.3,-6.7,-3,3.4,8.8,12.9,15.3,14.6,9.9,5.2,-3.2,-8.6,19,14,20,33,62,85,67,53,49,20,17,18,3.19,35.8,-47.3,2092.1,1104.2,-10.3,15.3,457
37.596,-119.008,-2.4,-1.8,-1.2,1.5,6.1,11.2,15.6,15.1,11.2,6.3,0.5,-2.2,126,105,95,57,33,23,21,20,20,36,93,121,4.99,31.6,-35.1,2050.3,1060,-2.4,15.6,750
37.663,-119.068,-1.7,-1,-0.3,2.4,6.9,11.9,16.1,15.6,11.9,7.1,1.3,-1.6,129,108,97,57,32,22,19,18,19,37,95,123,5.72,33.1,-34.3,2225.5,1173.2,-1.7,16.1,756
42.317,-109.517,-9.2,-6.9,-2.6,3.2,8.7,13.8,17.8,16.3,10.9,5,-2.9,-8.4,16,12,17,25,39,29,20,20,24,20,15,14,3.81,36.7,-41.4,2268.7,1283.9,-9.2,17.8,251
42.3,-109.033,-8.5,-6.2,-2.1,3.6,9,14.4,18.4,17,11.3,5.3,-2.6,-7.8,25,18,23,30,42,31,18,20,24,22,18,20,4.32,36.2,-42.3,2372.7,1371,-8.5,18.4,291
42.45,-108.867,-8.7,-6.6,-2.9,2.7,8.1,13.4,17.4,16.1,10.5,4.7,-3.2,-8.1,35,25,28,34,44,34,18,23,26,25,22,26,3.62,34.9,-44.2,2182.7,1216.6,-8.7,17.4,340
42.55,-108.717,-8.6,-6.4,-2.6,2.8,8.3,13.5,17.5,16.2,10.7,4.8,-3,-8.1,36,25,29,36,46,35,18,23,26,25,23,27,3.76,34.8,-44.1,2211.8,1239.4,-8.6,17.5,349
42.95,-108.5,-8.1,-4.1,1.5,7,12.4,17.8,21.9,20.5,14.4,7.8,-1,-7.4,7,8,15,33,49,34,18,11,22,20,13,9,6.89,40.8,-41.4,3131.3,1998.2,-8.1,21.9,239
43.367,-108.117,-8.1,-3.9,1.7,7.2,12.6,18.1,22.1,20.6,14.5,7.9,-0.7,-7.2,7,7,11,25,44,34,17,13,20,16,10,7,7.07,40.8,-41.8,3176.5,2033.9,-8.1,22.1,211
43.467,-108.183,-8.4,-4.2,1.3,6.8,12.2,17.5,21.5,20.1,14,7.6,-1,-7.4,8,7,11,24,43,34,18,14,20,15,10,8,6.67,40.1,-42.2,3062.7,1936.3,-8.4,21.5,212
43.8,-108.117,-8.6,-3.7,2.4,8.1,13.5,19.1,23.1,21.5,15.1,8.6,-0.1,-7.1,4,4,7,20,37,30,14,13,19,14,7,5,7.66,42.2,-41.3,3385.3,2213.2,-8.6,23.1,174
44.017,-107.533,-8,-3.7,2,7.7,13.1,18.6,22.6,21.3,14.9,8.5,0.1,-6.7,10,9,15,30,46,39,18,16,23,19,12,10,7.53,42,-41.3,3308.1,2143.8,-8,22.6,247
44.167,-107.25,-7.5,-4.7,-0.8,4.6,9.9,15,18.9,17.8,12.1,6.3,-1.3,-6.6,20,18,26,41,59,53,28,24,31,25,19,18,5.31,33.9,-49.4,2563.4,1510.1,-7.5,18.9,362
44.167,-107.133,-7.8,-5.4,-2,3.2,8.6,13.6,17.5,16.5,10.9,5.3,-2,-7,25,21,29,42,60,54,29,26,32,26,22,22,4.28,31.8,-51.1,2274.3,1276.6,-7.8,17.5,388
44.317,-106.933,-7.2,-4.4,-0.5,4.9,10.3,15.4,19.3,18.3,12.4,6.6,-1,-6.3,20,18,26,42,62,58,29,25,32,26,20,19,5.65,34.5,-43.9,2649.4,1581.9,-7.2,19.3,377
44.333,-106.733,-6.6,-3.5,0.9,6.4,11.7,16.9,21,20,13.9,7.9,0,-5.6,15,15,23,42,63,60,27,23,31,27,18,16,6.92,40.3,-40.7,3009.8,1880.2,-6.6,21,360
44.283,-105.533,-6.1,-3.2,0.8,6.5,12.1,17.2,21.5,20.2,14.3,8.3,0.4,-4.9,14,15,21,44,69,75,36,32,31,26,17,15,7.26,41,-39.6,3084.8,1948.4,-6.1,21.5,395
44.267,-105.167,-6,-3.2,0.8,6.7,12.2,17.5,21.9,20.5,14.5,8.4,0.5,-4.8,13,15,21,44,68,75,38,33,31,25,17,15,7.42,41.3,-39.3,3135.5,1995.6,-6,21.9,395
44.3,-104.917,-5.9,-3.1,0.9,7,12.6,18,22.4,20.9,14.8,8.6,0.7,-4.7,12,14,20,44,68,77,41,35,32,25,17,14,7.68,41.8,-38.9,3220.9,2072.8,-5.9,22.4,399
44.533,-104.183,-6.3,-3.7,0.5,6.8,12.6,18,22.3,21,14.7,8.6,0.6,-5,11,13,21,43,69,77,48,39,33,26,16,14,7.51,42.2,-38.9,3201.6,2064.2,-6.3,22.3,410
44.333,-103.717,-6.4,-4.2,-0.4,5.5,11.2,16.6,20.8,19.5,13.5,7.6,-0.1,-5.3,11,14,22,44,73,75,52,41,31,25,15,14,6.53,39.4,-38.5,2891.7,1796.1,-6.4,20.8,417
44.417,-103.417,-5.8,-3.3,0.8,7.1,12.8,18.4,22.5,21.3,15.2,9.3,1.3,-4.4,9,13,22,46,75,76,54,43,30,24,12,10,7.93,43.8,-39,3301.1,2141.7,-5.8,22.5,414
44.517,-102.85,-6.6,-3.8,0.5,7.3,13.2,18.8,22.9,21.9,15.7,9.5,1.3,-5.1,8,13,23,47,72,81,52,40,31,22,11,10,7.97,44.9,-38.6,3377.1,2221.9,-6.6,22.9,410
44.583,-102.45,-7.2,-4.5,0.1,7.1,13.1,18.6,22.7,21.7,15.5,9,0.7,-5.8,8,12,24,47,74,82,53,39,31,24,12,10,7.58,44.4,-38.3,3309.4,2173.1,-7.2,22.7,416
44.667,-102.067,-7.4,-4.5,0.1,7.3,13.3,18.9,23,22,15.7,9.1,0.6,-6,7,11,24,46,73,80,51,37,29,26,11,9,7.68,45.1,-38.2,3356.6,2219.9,-7.4,23,404
45.033,-102,-8.1,-5.2,-0.4,6.9,13.1,18.7,22.6,21.6,15.2,8.8,0.2,-6.6,7,10,24,46,73,81,52,38,30,26,11,9,7.23,44.8,-39.1,3269.2,2148.9,-8.1,22.6,407
45.033,-102,-8.1,-5.2,-0.4,6.9,13.1,18.7,22.6,21.6,15.2,8.8,0.2,-6.6,7,10,24,46,73,81,52,38,30,26,11,9,7.23,44.8,-39.1,3269.2,2148.9,-8.1,22.6,407
45,-101.2,-8.5,-5.6,-0.3,7.2,13.5,19.2,23.2,22,15.6,9.2,0.3,-6.7,6,10,23,44,69,77,51,38,29,25,10,8,7.43,45,-38.8,3364,2237,-8.5,23.2,390
45.067,-100.35,-9.6,-6.4,-0.4,7.5,13.9,19.7,23.6,22.4,16,9.6,0.4,-7.2,6,11,21,42,64,76,55,44,32,25,11,8,7.46,45.2,-38.8,3449.8,2319.1,-9.6,23.6,395
37.908,-119.258,-3.7,-3.8,-3.7,-1.3,3.3,8.2,12.6,12.3,8.8,4.2,-1.1,-3.5,153,126,115,68,39,29,25,24,23,44,114,146,2.69,28.4,-36.4,1485.5,644.9,-3.8,12.6,906
50.78,-104,-17.2,-14.3,-6.6,4,11.3,16.1,18.7,17.5,11.2,4.8,-5.7,-14.8,21,15,22,27,54,67,70,51,42,28,16,21,2.08,40.5,-46.6,2482.8,1509.4,-17.2,18.7,434
65.217,-127.05,-27.7,-25.9,-19.1,-6.6,5.5,14.3,16.4,13.2,6.1,-5,-19.6,-25.3,19,16,13,15,18,40,53,52,32,30,21,20,-6.14,35.5,-54.1,1611.9,913.2,-27.7,16.4,329
65.517,-127.75,-28.7,-26.5,-20,-7.9,4.1,13.3,15.5,12.1,5.1,-6.1,-20.7,-25.8,20,16,14,16,18,38,53,50,29,29,22,20,-7.13,34.5,-55.2,1451,784.6,-28.7,15.5,325
65.683,-128.567,-29.5,-26.8,-20,-7.5,4.6,14.2,16.3,12.8,5.6,-5.7,-21,-26.3,19,15,13,16,17,35,49,48,30,32,22,20,-6.94,35.1,-53.5,1552,872.6,-29.5,16.3,316
44.179,-107.26,-7.7,-5,-1.2,4.1,9.5,14.5,18.4,17.3,11.7,6,-1.6,-6.8,22,19,27,41,58,52,28,25,31,25,21,20,4.93,33.2,-50.1,2462.1,1427.8,-7.7,18.4,369
49.308,-122.547,0.5,2.9,4.2,6.8,10.6,13.7,16.2,16.4,13.5,8.9,4.1,1.4,284,241,206,161,118,100,81,80,127,237,307,332,8.27,35.4,-25.7,3031,1544.9,0.5,16.4,2274
50.35,-121.5,-4.8,-1.1,2.4,6.4,10.4,14.3,16.8,16.6,12.6,7.2,0.6,-3.9,65,43,36,30,34,34,31,31,35,50,67,71,6.46,37,-34.8,2651.3,1473.9,-4.8,16.8,527
48.55,-112.717,-8.1,-4.5,-1.3,4.3,9.6,14,17.2,16.8,11.6,6.5,-1.3,-6.3,18,13,16,28,53,67,39,40,30,16,14,13,4.88,39.1,-44.5,2417.4,1372.4,-8.1,17.2,347
46.592,-122.25,1.4,3.1,4.3,6.4,9.7,13.2,15.8,16,13.3,8.9,4.1,1.6,319,222,197,138,95,81,35,52,91,172,288,308,8.15,39.7,-27.5,2987.1,1460.6,1.4,16,1998
45.8,-122.492,3.1,5,6.8,8.8,12,15.2,17.5,17.7,15.1,10.8,6.3,3.4,240,173,159,109,80,61,24,38,67,125,219,245,10.14,40,-24.2,3714.2,1983.7,3.1,17.7,1540
44.65,-110.6,-11.8,-9.7,-6.8,-1.6,4.1,9.1,13.4,12.5,7.5,2.3,-5,-10.4,57,41,45,40,52,57,41,43,41,35,45,51,0.3,33.4,-46.6,1456.7,659.3,-11.8,13.4,548
43.933,-110.233,-10.5,-8.7,-6.2,-1,4.6,9.5,13.5,12.6,7.7,2.7,-4.2,-9.1,58,43,43,44,49,47,34,35,39,34,48,53,0.91,34,-44.6,1512.7,690.2,-10.5,13.5,527
44.067,-110.3,-11.1,-9.4,-6.9,-1.7,3.9,8.8,12.9,12,7.2,2.2,-4.8,-9.8,60,45,46,45,51,51,36,38,40,36,49,54,0.28,32.7,-46.2,1399,609.5,-11.1,12.9,551
43.75,-110.6,-10.5,-8,-5.1,0.3,6,10.9,15,13.9,9,3.8,-3.5,-8.8,74,55,51,49,56,47,33,34,40,39,62,69,1.92,35.9,-43.1,1772.4,886.8,-10.5,15,609
43.767,-110.317,-10.5,-8.5,-5.8,-0.4,5.1,10,14,13,8.1,3,-4,-9.1,56,42,42,43,49,46,32,34,38,34,48,52,1.24,34.4,-44.2,1598.2,752.8,-10.5,14,516
44.15,-110.233,-11.1,-9.4,-6.9,-1.8,3.8,8.7,12.8,11.9,7.1,2.1,-4.8,-9.7,58,43,45,44,50,51,37,38,40,35,46,51,0.23,32.5,-46.7,1380.8,596.7,-11.1,12.8,538
44.933,-110.35,-9.1,-6.6,-3.7,1.3,6.8,11.7,15.9,15,9.8,4.6,-2.6,-7.7,36,26,34,38,55,54,37,37,39,31,31,30,2.95,36.7,-45.6,1954.2,1024.1,-9.1,15.9,448
33.658,-117.858,13,13.7,14.1,15.6,17.1,18.8,21,21.8,21.2,19,15.7,13,65,57,51,24,4,1,1,1,5,5,37,41,17,42.4,-2.1,6212.3,4387.3,13,21.8,292
37.55,-105.5,-11.3,-9.4,-5.8,-1.3,3.7,8.1,11.1,10.1,6.8,1.8,-4.9,-10.1,31,31,40,31,29,28,61,66,39,32,32,37,-0.1,29.2,-44.7,1239.7,462.5,-11.3,11.1,457
34,-112,7.1,9,10.5,14.3,19,24.2,27.5,26.1,22.8,17.4,11.1,7.3,49,44,53,22,9,10,58,76,43,31,41,55,16.36,43.1,-15.9,5988.4,4163.4,7.1,27.5,491
37,-119.833,-0.4,1.2,2.9,6.5,11.9,17.6,22.1,21.1,16.2,10.3,3.4,-0.5,68,63,63,43,24,14,13,11,15,21,55,68,9.36,37.7,-31.6,3451.5,2133.4,-0.5,22.1,458
44.125,-111.183,-9.1,-6.4,-3.2,2.3,8,12.8,16.9,15.7,10.9,5.1,-2.4,-8.2,53,43,42,41,59,51,33,34,36,37,49,54,3.53,37.6,-43.1,2150.8,1184.2,-9.1,16.9,532
44.917,-110.733,-10.4,-8.1,-4.9,0.1,5.9,10.8,15.1,14.2,9,3.7,-3.7,-9.2,48,34,41,37,54,59,42,42,41,33,41,43,1.88,35.3,-46.7,1771.8,893.1,-10.4,15.1,515
49.817,-102.3,-16,-13.3,-6.1,3.6,10.9,15.8,18.5,17.2,11.1,4.7,-5.4,-13.9,20,16,22,30,50,70,65,58,48,22,14,20,2.26,39.5,-43.6,2432.5,1464.1,-16,18.5,435
65.233,-126.417,-27.9,-26.4,-20,-7.8,4.2,12.8,15.1,12.1,5.1,-5.7,-20,-25.5,20,16,14,16,19,43,54,52,29,27,20,19,-7,34.5,-57.9,1427.2,758.2,-27.9,15.1,329
50.75,-116.33,-10.8,-6.8,-1.5,3.9,8.5,12.4,14.8,14.3,9.4,3.6,-4.4,-9.9,59,43,33,30,48,65,59,56,47,43,57,65,2.79,36.8,-42.8,2002,1024.7,-10.8,14.8,605
37,-119.083,2.6,4.3,5.9,8.8,13.1,17.8,21.3,20.7,17.2,12.3,6.1,2.5,117,100,90,52,22,10,8,6,13,28,82,106,11.05,39.8,-24.7,4049.3,2375.3,2.5,21.3,634
37.9,-119.533,-3.6,-3.4,-2.9,-0.2,4.4,9.7,14.3,13.9,9.9,5,-0.8,-3.4,151,128,116,70,42,30,24,23,24,45,114,149,3.58,31.1,-40.4,1738.5,844.6,-3.6,14.3,916
37.196,-119.26,1.4,3,4.4,7.2,11.6,16.5,20.2,19.7,16.1,11,4.9,1.4,131,114,102,59,27,14,11,9,16,34,95,124,9.78,38.9,-27.9,3587.1,2051.7,1.4,20.2,736
37.95,-119.817,2.4,3.9,4.8,7.5,11.5,16.1,19.8,19.5,16.3,11.6,5.6,2.3,171,147,137,81,34,18,8,9,19,51,133,162,10.11,40.6,-25,3704.4,2068,2.3,19.8,970
63.017,-128.8,-26.7,-23.1,-17.2,-7.3,2.1,9,11.2,8.7,2.5,-6.4,-19.4,-23.5,35,27,28,29,32,56,77,68,45,46,39,28,-7.51,31.1,-67,974.2,379.5,-26.7,11.2,510
37.746,-107.684,-10.5,-8.9,-6.2,-1.3,4.2,8.6,11.8,10.7,6.9,2.1,-4.4,-9.3,51,50,59,43,39,33,75,77,61,54,49,58,0.31,31.1,-43.6,1320.4,524.8,-10.5,11.8,649
37.738,-107.698,-10.7,-9.1,-6.4,-1.5,3.9,8.4,11.5,10.4,6.6,1.9,-4.5,-9.4,52,51,60,43,39,34,77,79,62,54,50,59,0.09,30.9,-43.8,1271.3,489.9,-10.7,11.5,660
37.483,-107.8,-7.2,-4.7,-1.6,3.2,8.4,13.1,16.3,15,10.9,5.8,-0.8,-6,43,41,50,36,33,28,65,69,57,55,45,50,4.37,34.7,-37.6,2199,1181.7,-7.2,16.3,572
39.937,-105.58,-9.3,-8,-6.1,-0.6,5,9.4,13.2,12,7.9,2.7,-3.7,-8.4,32,29,38,43,47,45,52,51,39,25,28,33,1.18,31.8,-46.6,1506,670.5,-9.3,13.2,462
37.613,-107.808,-8.3,-6.1,-3.1,1.8,7.1,11.7,14.7,13.5,9.4,4.5,-2,-7.1,45,45,54,38,36,31,69,72,61,56,47,54,3.01,34.3,-39.6,1881.9,936,-8.3,14.7,608
51.65,-116.417,-13.2,-10,-7.2,-1.7,3.5,7.3,9.9,9.5,5,0.1,-8.4,-12.6,104,82,75,55,66,94,92,80,70,67,94,101,-1.48,31.4,-53.3,1062.4,345.7,-13.2,9.9,980
40.083,-105.542,-9.4,-8.3,-6.5,-1.1,4.4,8.8,12.7,11.6,7.5,2.4,-3.9,-8.5,36,32,41,44,47,45,52,50,40,27,31,36,0.81,30.6,-46.7,1416.2,604.6,-9.4,12.7,481
44.49,-110.284,-11.4,-9.5,-6.7,-1.6,4,9,13.2,12.4,7.4,2.4,-4.7,-9.9,53,39,42,41,49,53,38,39,40,34,41,45,0.38,34,-45.8,1441.3,643.8,-11.4,13.2,514
68.383,-138.383,-29.3,-28.4,-24.6,-16.2,-3.7,6.4,10.6,7.7,0.8,-10.5,-22,-25.9,9,8,10,9,10,28,37,48,24,19,13,10,-11.26,27.6,-54.4,736.4,256,-29.3,10.6,225
48.008,-101.53,-13.9,-10.4,-3.7,5.1,12,17.4,20.7,19.5,13,6.7,-3,-10.9,16,13,20,44,57,82,61,52,46,26,17,14,4.38,42,-41.2,2826.4,1797.1,-13.9,20.7,448
47.635,-110.482,-7.8,-3.5,-0.6,5.7,11.1,15.8,19.7,19.3,13,8,0,-5.8,17,12,20,28,65,72,38,38,29,19,14,15,6.24,40.8,-43.1,2826,1726.7,-7.8,19.7,367
51.36,-116.35,-13.2,-10.2,-7.3,-2.3,2.6,6.4,9.2,8.8,4.4,-0.5,-9,-13.1,125,103,87,59,69,90,88,83,74,81,120,129,-2.02,30,-53.3,936.5,267.8,-13.2,9.2,1108
51.343,-116.313,-13.3,-10.5,-7.8,-3.1,1.7,5.5,8.4,8.1,3.8,-1.1,-9.6,-13.5,137,115,97,64,71,91,89,85,77,88,132,142,-2.62,29.2,-54.6,812.7,195.7,-13.5,8.4,1188
43.65,-122.042,-1.4,0.1,1.4,3.5,6.9,10.3,13.3,13.3,10.2,6.1,1.1,-1.4,230,166,165,100,70,50,19,27,48,116,217,241,5.28,35.8,-35.3,2014.8,896.4,-1.4,13.3,1449
36.717,-112.217,-4.4,-2.9,-1,3,7.8,12.9,16.4,15.3,11.5,6.3,0.3,-3.9,49,43,48,28,20,17,47,59,38,35,37,43,5.11,34,-36.4,2234.4,1198.5,-4.4,16.4,464
40.024,-107.051,-11.3,-9.7,-6.7,-1.5,4.2,8.6,12.3,11.4,7.2,2.1,-4.9,-10.1,59,50,54,47,41,35,46,48,44,37,45,58,0.13,31.5,-46.6,1363.9,569.2,-11.3,12.3,564
38.617,-111.667,-6.3,-4.3,-1.7,2.7,7.7,12.7,16.5,15.4,10.7,5.4,-1.1,-5.7,31,29,36,30,30,21,36,44,35,30,31,32,4.33,33.4,-38.1,2147.5,1152.1,-6.3,16.5,385
37.7,-105.5,-5.7,-3,1.1,5.9,10.7,15.7,18.6,17.3,13.3,7.7,0.6,-4.6,9,10,20,23,36,33,54,53,28,19,15,12,6.47,35.5,-38,2761.1,1623.9,-5.7,18.6,312
37.95,-111.7,-6.5,-4.4,-1.9,2.5,7.5,12.4,16.2,15.1,10.5,5.3,-1.1,-5.9,26,24,29,22,23,17,36,47,33,26,25,27,4.14,34.1,-36.9,2098,1110.5,-6.5,16.2,335
64,-144.75,-22,-18.3,-11.4,-1.6,7.5,13.3,15.2,12.6,6.5,-4.4,-15.9,-20.5,5,4,3,3,19,50,55,40,23,11,7,7,-3.25,32.4,-53.5,1627.1,875.1,-22,15.2,227
63.711,-144.65,-22.4,-18.6,-11.6,-2.1,6.8,12.5,14.5,12,6,-4.7,-16.4,-20.8,6,5,4,4,19,51,56,40,22,9,8,8,-3.73,32.6,-53.2,1521.5,785.9,-22.4,14.5,232
52.93,-131.76,1.8,2.4,2.9,4.3,6.8,9.7,12.1,13,11.3,7.6,3.8,2.3,329,298,239,223,145,109,84,101,204,397,339,343,6.5,26.9,-21,2382,913.7,1.8,13,2811
43.5,-105.45,-5.3,-2.4,0.9,6.5,12,17.1,21.6,20,14.5,8.4,0.9,-3.9,12,14,22,45,65,62,38,27,28,24,16,15,7.53,40.9,-38.6,3097.3,1949.5,-5.3,21.6,368
33.867,-108.25,-0.2,1.7,4.5,8.1,12.6,17.5,20.1,18.8,15.5,10.3,4.4,0.5,20,17,18,10,11,17,72,76,46,35,17,27,9.48,35.2,-28,3480.9,2064,-0.2,20.1,366
33.867,-108.25,-0.2,1.7,4.5,8.1,12.6,17.5,20.1,18.8,15.5,10.3,4.4,0.5,20,17,18,10,11,17,72,76,46,35,17,27,9.48,35.2,-28,3480.9,2064,-0.2,20.1,366
33.7,-108.3,0.1,2,4.6,8.2,12.7,17.6,20.1,18.8,15.6,10.5,4.6,0.8,22,19,21,11,11,17,75,79,47,35,19,30,9.63,35.1,-27.9,3534.1,2085.9,0.1,20.1,386
37.725,-119.625,2.5,3.9,4.8,7.3,11.3,15.8,19.3,19.1,16,11.5,5.6,2.3,164,140,129,73,30,15,9,8,17,46,123,153,9.95,39.4,-25,3646.1,2006.8,2.3,19.3,907
63.5,-162.2,-15.4,-16.2,-12.8,-6.5,2.9,8.7,12.4,11.5,6.8,-2.6,-10.2,-15.3,14,12,14,14,16,31,52,81,54,28,20,17,-3.06,28.1,-45.2,1236.2,552.8,-16.2,12.4,353
64.444,-146.908,-23.1,-18.2,-11.2,-0.8,8,14.3,15.8,13,7.3,-4.3,-15.8,-22,22,19,13,10,20,46,62,59,39,25,23,21,-3.08,33.9,-53.5,1736,964.9,-23.1,15.8,359
63.029,-146.063,-21.8,-18,-12.2,-3.7,4.2,9.8,12,9.7,4.1,-5.9,-16.8,-20.5,17,16,13,7,16,52,61,46,28,11,15,19,-4.93,32.7,-55.3,1152,485.2,-21.8,12,301
52.72,-131.9067,1.7,2.3,2.6,3.9,6.4,9.2,11.6,12.6,11,7.5,3.7,2.1,391,369,291,277,179,127,100,125,251,478,398,403,6.22,26.6,-19.3,2278.1,844.1,1.7,12.6,3389
53.267,-132.408,1.4,1.9,2.5,3.8,6.5,9.2,11.8,12.5,10.7,7.1,3.3,1.8,283,254,206,194,134,103,84,104,192,358,297,293,6.04,26.6,-21.4,2214.7,826.9,1.4,12.5,2502
34,-109.425,-3.6,-2.4,-0.4,3,7,11.5,14.4,13.2,10.1,5.3,0.2,-2.9,31,28,32,20,17,25,98,106,56,39,30,35,4.62,31.3,-33.4,1972.4,945.7,-3.6,14.4,517
34.333,-110.833,-1.5,0.3,2.4,6.1,10.6,15.5,19,17.7,14.3,9.1,3.4,-0.8,49,42,53,29,15,17,83,96,51,43,42,53,8.01,34.4,-28.8,2996.9,1725.8,-1.5,19,573
65.867,-149.75,-22.9,-20.4,-13.7,-4.1,6.8,13.6,15.1,12.1,5.6,-5.8,-16.6,-21.8,13,12,10,9,14,35,49,55,33,17,16,16,-4.34,33.5,-54.4,1546.4,833.1,-22.9,15.1,279
65.867,-149.75,-22.9,-20.4,-13.7,-4.1,6.8,13.6,15.1,12.1,5.6,-5.8,-16.6,-21.8,13,12,10,9,14,35,49,55,33,17,16,16,-4.34,33.5,-54.4,1546.4,833.1,-22.9,15.1,279
65.867,-149.75,-22.9,-20.4,-13.7,-4.1,6.8,13.6,15.1,12.1,5.6,-5.8,-16.6,-21.8,13,12,10,9,14,35,49,55,33,17,16,16,-4.34,33.5,-54.4,1546.4,833.1,-22.9,15.1,279
65.883,-149.833,-23.1,-20.6,-13.9,-4.4,6.6,13.4,14.9,11.9,5.4,-6.1,-16.9,-22,14,12,10,9,14,36,50,55,32,16,16,16,-4.57,33.7,-54.5,1514.3,807.4,-23.1,14.9,280
65.917,-149.917,-23.3,-20.8,-14.2,-4.6,6.4,13.3,14.7,11.7,5.2,-6.3,-17,-22.1,14,12,11,9,14,36,50,55,32,16,15,16,-4.75,34,-54.7,1486.4,785.1,-23.3,14.7,280
65.917,-149.917,-23.3,-20.8,-14.2,-4.6,6.4,13.3,14.7,11.7,5.2,-6.3,-17,-22.1,14,12,11,9,14,36,50,55,32,16,15,16,-4.75,34,-54.7,1486.4,785.1,-23.3,14.7,280
65.917,-149.917,-23.3,-20.8,-14.2,-4.6,6.4,13.3,14.7,11.7,5.2,-6.3,-17,-22.1,14,12,11,9,14,36,50,55,32,16,15,16,-4.75,34,-54.7,1486.4,785.1,-23.3,14.7,280
65.983,-150,-23.3,-20.8,-14.2,-4.6,6.6,13.5,14.9,11.9,5.4,-6.2,-17,-22,14,12,11,10,14,36,50,55,34,18,16,16,-4.65,33.6,-54.5,1515.9,810.4,-23.3,14.9,286
66.417,-150.583,-24.7,-22.7,-16.3,-6.7,5,12.3,13.8,10.6,3.9,-7.9,-18.8,-23.3,17,14,15,12,13,37,50,57,34,17,17,18,-6.23,30.9,-53.8,1312.9,652.5,-24.7,13.8,301
66.442,-150.617,-24.8,-22.8,-16.4,-6.8,4.9,12.3,13.7,10.6,3.8,-8,-18.9,-23.4,17,14,15,12,13,37,50,57,34,17,18,19,-6.32,30.8,-53.7,1304.4,646.9,-24.8,13.7,303
66.45,-150.667,-24.8,-22.8,-16.5,-6.8,5,12.3,13.8,10.6,3.8,-8,-18.9,-23.4,17,14,15,12,14,38,50,57,35,18,18,19,-6.31,30.7,-53.7,1310.1,651.5,-24.8,13.8,307
66.45,-150.667,-24.8,-22.8,-16.5,-6.8,5,12.3,13.8,10.6,3.8,-8,-18.9,-23.4,17,14,15,12,14,38,50,57,35,18,18,19,-6.31,30.7,-53.7,1310.1,651.5,-24.8,13.8,307
66.45,-150.667,-24.8,-22.8,-16.5,-6.8,5,12.3,13.8,10.6,3.8,-8,-18.9,-23.4,17,14,15,12,14,38,50,57,35,18,18,19,-6.31,30.7,-53.7,1310.1,651.5,-24.8,13.8,307
66.467,-150.7,-25.2,-23.3,-17.1,-7.6,4.2,11.5,13,9.9,3.1,-8.7,-19.6,-23.8,17,15,16,12,13,39,52,56,31,14,17,19,-6.97,30.8,-54,1201,564.5,-25.2,13,301
